fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality
6.90,0.58,0.01,1.90,0.08,40.00,54.00,1.00,3.40,0.73,9.70,5.00
7.20,0.38,0.31,2.00,0.06,15.00,29.00,0.99,3.23,0.76,11.30,8.00
7.20,0.37,0.32,2.00,0.06,15.00,28.00,0.99,3.23,0.73,11.30,7.00
7.80,0.32,0.44,2.70,0.10,8.00,17.00,1.00,3.33,0.78,11.00,7.00
6.60,0.58,0.02,2.00,0.06,37.00,53.00,0.99,3.35,0.76,11.60,7.00
7.60,0.49,0.33,1.90,0.07,27.00,85.00,1.00,3.41,0.58,9.00,5.00
11.70,0.45,0.63,2.20,0.07,7.00,23.00,1.00,3.21,0.69,10.90,6.00
6.50,0.90,0.00,1.60,0.05,9.00,17.00,0.99,3.50,0.63,10.90,6.00
6.00,0.54,0.06,1.80,0.05,38.00,89.00,0.99,3.30,0.50,10.55,6.00
7.60,0.49,0.33,1.90,0.07,27.00,85.00,1.00,3.41,0.58,9.00,5.00
8.40,0.29,0.40,1.70,0.07,8.00,20.00,1.00,3.39,0.60,10.50,5.00
7.90,0.20,0.35,1.70,0.05,7.00,15.00,0.99,3.32,0.80,11.90,7.00
6.40,0.42,0.09,2.30,0.05,34.00,64.00,1.00,3.41,0.68,10.40,6.00
6.20,0.79,0.00,2.10,0.06,6.00,13.00,1.00,3.59,0.61,10.00,4.00
6.80,0.64,0.03,2.30,0.08,14.00,31.00,1.00,3.36,0.58,10.40,6.00
6.90,0.63,0.01,2.40,0.08,14.00,39.00,1.00,3.34,0.53,10.80,6.00
6.80,0.59,0.10,1.70,0.06,34.00,53.00,1.00,3.41,0.67,9.70,5.00
6.80,0.59,0.10,1.70,0.06,34.00,53.00,1.00,3.41,0.67,9.70,5.00
7.30,0.48,0.32,2.10,0.06,31.00,54.00,1.00,3.30,0.65,10.00,7.00
6.70,1.04,0.08,2.30,0.07,19.00,32.00,1.00,3.52,0.57,11.00,4.00
7.30,0.48,0.32,2.10,0.06,31.00,54.00,1.00,3.30,0.65,10.00,7.00
7.30,0.98,0.05,2.10,0.06,20.00,49.00,1.00,3.31,0.55,9.70,3.00
10.00,0.69,0.11,1.40,0.08,8.00,24.00,1.00,2.88,0.47,9.70,5.00
6.70,0.70,0.08,3.75,0.07,8.00,16.00,0.99,3.43,0.52,12.60,5.00
7.60,0.35,0.60,2.60,0.07,23.00,44.00,1.00,3.38,0.79,11.10,6.00
6.10,0.60,0.08,1.80,0.07,14.00,45.00,0.99,3.38,0.54,11.00,5.00
9.90,0.50,0.50,13.80,0.21,48.00,82.00,1.00,3.16,0.75,8.80,5.00
5.30,0.47,0.11,2.20,0.05,16.00,89.00,0.99,3.54,0.88,13.57,7.00
9.90,0.50,0.50,13.80,0.21,48.00,82.00,1.00,3.16,0.75,8.80,5.00
5.30,0.47,0.11,2.20,0.05,16.00,89.00,0.99,3.54,0.88,13.60,7.00
7.10,0.88,0.05,5.70,0.08,3.00,14.00,1.00,3.40,0.52,10.20,3.00
8.20,0.28,0.60,3.00,0.10,10.00,22.00,1.00,3.39,0.68,10.60,5.00
5.60,0.62,0.03,1.50,0.08,6.00,13.00,0.99,3.66,0.62,10.10,4.00
8.20,0.28,0.60,3.00,0.10,10.00,22.00,1.00,3.39,0.68,10.60,5.00
7.20,0.58,0.54,2.10,0.11,3.00,9.00,1.00,3.33,0.57,10.30,4.00
8.10,0.33,0.44,1.50,0.04,6.00,12.00,1.00,3.35,0.61,10.70,5.00
6.80,0.91,0.06,2.00,0.06,4.00,11.00,1.00,3.53,0.64,10.90,4.00
7.00,0.66,0.16,2.10,0.07,8.00,25.00,1.00,3.37,0.55,9.70,5.00
6.80,0.68,0.21,2.10,0.07,9.00,23.00,1.00,3.38,0.60,10.30,5.00
6.00,0.64,0.05,1.90,0.07,9.00,17.00,0.99,3.52,0.78,10.60,5.00
5.60,0.54,0.04,1.70,0.05,5.00,13.00,0.99,3.72,0.58,11.40,5.00
6.20,0.57,0.10,2.10,0.05,4.00,11.00,0.99,3.44,0.76,10.80,6.00
7.10,0.22,0.49,1.80,0.04,8.00,18.00,0.99,3.39,0.56,12.40,6.00
5.60,0.54,0.04,1.70,0.05,5.00,13.00,0.99,3.72,0.58,11.40,5.00
6.20,0.65,0.06,1.60,0.05,6.00,18.00,0.99,3.57,0.54,11.95,5.00
7.70,0.54,0.26,1.90,0.09,23.00,147.00,1.00,3.26,0.59,9.70,5.00
6.40,0.31,0.09,1.40,0.07,15.00,28.00,0.99,3.42,0.70,10.00,7.00
7.00,0.43,0.02,1.90,0.08,15.00,28.00,0.99,3.35,0.81,10.60,6.00
7.70,0.54,0.26,1.90,0.09,23.00,147.00,1.00,3.26,0.59,9.70,5.00
6.90,0.74,0.03,2.30,0.05,7.00,16.00,1.00,3.45,0.63,11.50,6.00
6.60,0.90,0.04,2.30,0.07,7.00,13.00,1.00,3.53,0.58,10.80,6.00
6.90,0.74,0.03,2.30,0.05,7.00,16.00,1.00,3.45,0.63,11.50,6.00
7.50,0.73,0.04,1.50,0.08,8.00,15.00,1.00,3.26,0.53,9.60,5.00
7.80,0.82,0.29,4.30,0.08,21.00,64.00,1.00,3.16,0.53,9.40,5.00
7.30,0.59,0.18,2.40,0.08,15.00,60.00,1.00,3.31,0.54,9.80,5.00
6.20,0.44,0.39,2.50,0.08,6.00,14.00,1.00,3.51,0.69,11.00,6.00
7.50,0.38,0.57,2.30,0.11,5.00,12.00,1.00,3.36,0.55,11.40,6.00
6.70,0.76,0.02,1.80,0.08,6.00,12.00,1.00,3.55,0.63,9.95,3.00
6.80,0.81,0.05,2.00,0.07,6.00,14.00,1.00,3.51,0.66,10.80,6.00
7.50,0.38,0.57,2.30,0.11,5.00,12.00,1.00,3.36,0.55,11.40,6.00
7.10,0.27,0.60,2.10,0.07,17.00,25.00,1.00,3.38,0.72,10.60,6.00
7.90,0.18,0.40,1.80,0.06,7.00,20.00,0.99,3.28,0.70,11.10,5.00
6.40,0.36,0.21,2.20,0.05,26.00,48.00,1.00,3.47,0.77,9.70,6.00
7.10,0.69,0.04,2.10,0.07,19.00,27.00,1.00,3.44,0.67,9.80,5.00
6.40,0.79,0.04,2.20,0.06,11.00,17.00,1.00,3.53,0.65,10.40,6.00
6.40,0.56,0.15,1.80,0.08,17.00,65.00,0.99,3.33,0.60,10.50,6.00
6.90,0.84,0.21,4.10,0.07,16.00,65.00,1.00,3.53,0.72,9.23,6.00
6.90,0.84,0.21,4.10,0.07,16.00,65.00,1.00,3.53,0.72,9.25,6.00
6.10,0.32,0.25,2.30,0.07,23.00,58.00,1.00,3.42,0.97,10.60,5.00
6.50,0.53,0.06,2.00,0.06,29.00,44.00,0.99,3.38,0.83,10.30,6.00
7.40,0.47,0.46,2.20,0.11,7.00,20.00,1.00,3.32,0.63,10.50,5.00
6.60,0.70,0.08,2.60,0.11,14.00,27.00,1.00,3.44,0.58,10.20,5.00
6.50,0.53,0.06,2.00,0.06,29.00,44.00,0.99,3.38,0.83,10.30,6.00
6.90,0.48,0.20,1.90,0.08,9.00,23.00,1.00,3.39,0.43,9.05,4.00
6.10,0.32,0.25,2.30,0.07,23.00,58.00,1.00,3.42,0.97,10.60,5.00
6.80,0.48,0.25,2.00,0.08,29.00,61.00,1.00,3.34,0.60,10.40,5.00
6.00,0.42,0.19,2.00,0.08,22.00,47.00,1.00,3.39,0.78,10.00,6.00
6.70,0.48,0.08,2.10,0.06,18.00,34.00,1.00,3.33,0.64,9.70,5.00
6.80,0.47,0.08,2.20,0.06,18.00,38.00,1.00,3.30,0.65,9.60,6.00
7.10,0.53,0.07,1.70,0.07,15.00,24.00,1.00,3.29,0.66,10.80,6.00
7.90,0.29,0.49,2.20,0.10,21.00,59.00,1.00,3.31,0.67,10.10,6.00
7.10,0.69,0.08,2.10,0.06,42.00,52.00,1.00,3.42,0.60,10.20,6.00
6.60,0.44,0.09,2.20,0.06,9.00,18.00,0.99,3.42,0.69,11.30,6.00
6.10,0.71,0.10,2.80,0.08,13.00,28.00,1.00,3.60,0.66,10.20,5.00
7.20,0.53,0.13,2.00,0.06,18.00,22.00,1.00,3.21,0.68,9.90,6.00
8.00,0.39,0.30,1.90,0.07,32.00,84.00,1.00,3.39,0.61,9.00,5.00
6.60,0.56,0.14,2.40,0.06,13.00,29.00,0.99,3.42,0.62,11.70,7.00
7.00,0.55,0.13,2.20,0.08,15.00,35.00,1.00,3.36,0.59,9.70,6.00
6.10,0.53,0.08,1.90,0.08,24.00,45.00,1.00,3.60,0.68,10.30,6.00
5.40,0.58,0.08,1.90,0.06,20.00,31.00,0.99,3.50,0.64,10.20,6.00
6.20,0.64,0.09,2.50,0.08,15.00,26.00,1.00,3.57,0.63,12.00,5.00
7.20,0.39,0.32,1.80,0.07,34.00,60.00,1.00,3.46,0.78,9.90,5.00
6.20,0.52,0.08,4.40,0.07,11.00,32.00,1.00,3.56,0.63,11.60,6.00
7.40,0.25,0.29,2.20,0.05,19.00,49.00,1.00,3.40,0.76,10.90,7.00
6.70,0.86,0.02,1.90,0.06,29.00,38.00,0.99,3.30,0.56,10.75,6.00
11.10,0.44,0.42,2.20,0.06,14.00,19.00,1.00,3.25,0.57,10.40,6.00
8.40,0.37,0.43,2.30,0.06,12.00,19.00,1.00,3.17,0.81,11.20,7.00
6.50,0.63,0.33,1.80,0.06,16.00,28.00,1.00,3.36,0.64,10.10,6.00
7.00,0.57,0.02,2.00,0.07,17.00,26.00,1.00,3.36,0.61,10.20,5.00
6.30,0.60,0.10,1.60,0.05,12.00,26.00,0.99,3.55,0.51,12.10,5.00
11.20,0.40,0.50,2.00,0.10,19.00,50.00,1.00,3.10,0.58,10.40,5.00
7.40,0.36,0.30,1.80,0.07,17.00,24.00,0.99,3.24,0.70,11.40,8.00
7.10,0.68,0.00,2.30,0.09,17.00,26.00,1.00,3.45,0.53,9.50,5.00
7.10,0.67,0.00,2.30,0.08,18.00,27.00,1.00,3.44,0.54,9.40,5.00
6.30,0.68,0.01,3.70,0.10,32.00,54.00,1.00,3.51,0.66,11.30,6.00
7.30,0.74,0.00,2.20,0.08,18.00,28.00,1.00,3.41,0.60,9.40,5.00
6.60,0.86,0.02,2.40,0.06,15.00,23.00,1.00,3.54,0.60,11.00,6.00
7.00,0.56,0.17,1.70,0.07,15.00,24.00,1.00,3.44,0.68,10.55,7.00
6.60,0.88,0.04,2.20,0.07,12.00,20.00,1.00,3.53,0.56,9.90,5.00
6.60,0.86,0.02,2.40,0.06,15.00,23.00,1.00,3.54,0.60,11.00,6.00
6.90,0.63,0.33,6.70,0.24,66.00,115.00,1.00,3.22,0.56,9.50,5.00
7.80,0.60,0.26,2.00,0.08,31.00,131.00,1.00,3.21,0.52,9.90,5.00
7.80,0.60,0.26,2.00,0.08,31.00,131.00,1.00,3.21,0.52,9.90,5.00
7.80,0.60,0.26,2.00,0.08,31.00,131.00,1.00,3.21,0.52,9.90,5.00
7.20,0.70,0.13,2.00,0.08,12.00,20.00,1.00,3.29,0.54,10.10,5.00
7.20,0.70,0.13,2.00,0.08,12.00,20.00,1.00,3.29,0.54,10.10,5.00
7.20,0.70,0.13,2.00,0.08,12.00,20.00,1.00,3.29,0.54,10.10,5.00
6.70,0.67,0.02,1.90,0.06,26.00,42.00,0.99,3.39,0.82,10.90,6.00
6.70,0.16,0.64,2.10,0.06,24.00,52.00,0.99,3.34,0.71,11.20,6.00
7.20,0.70,0.13,2.00,0.08,12.00,20.00,1.00,3.29,0.54,10.10,5.00
7.00,0.56,0.13,1.60,0.08,25.00,42.00,1.00,3.34,0.59,9.20,5.00
6.20,0.51,0.14,1.90,0.06,15.00,34.00,0.99,3.48,0.57,11.50,6.00
6.40,0.36,0.53,2.20,0.23,19.00,35.00,0.99,3.37,0.93,12.40,6.00
6.40,0.38,0.14,2.20,0.04,15.00,25.00,1.00,3.44,0.65,11.10,6.00
7.30,0.69,0.32,2.20,0.07,35.00,104.00,1.00,3.33,0.51,9.50,5.00
6.00,0.58,0.20,2.40,0.08,15.00,50.00,0.99,3.58,0.67,12.50,6.00
5.60,0.31,0.78,13.90,0.07,23.00,92.00,1.00,3.39,0.48,10.50,6.00
7.50,0.52,0.40,2.20,0.06,12.00,20.00,0.99,3.26,0.64,11.80,6.00
8.00,0.30,0.63,1.60,0.08,16.00,29.00,1.00,3.30,0.78,10.80,6.00
6.20,0.70,0.15,5.10,0.08,13.00,27.00,1.00,3.54,0.60,11.90,6.00
6.80,0.67,0.15,1.80,0.12,13.00,20.00,1.00,3.42,0.67,11.30,6.00
6.20,0.56,0.09,1.70,0.05,24.00,32.00,0.99,3.54,0.60,11.30,5.00
7.40,0.35,0.33,2.40,0.07,9.00,26.00,0.99,3.36,0.60,11.90,6.00
6.20,0.56,0.09,1.70,0.05,24.00,32.00,0.99,3.54,0.60,11.30,5.00
6.10,0.72,0.10,2.60,0.05,13.00,27.00,0.99,3.57,0.50,11.90,5.00
6.20,0.46,0.29,2.10,0.07,32.00,98.00,1.00,3.33,0.62,9.80,5.00
6.70,0.32,0.44,2.40,0.06,24.00,34.00,0.99,3.29,0.80,11.60,7.00
7.20,0.39,0.44,2.60,0.07,22.00,48.00,0.99,3.30,0.84,11.50,6.00
7.50,0.31,0.41,2.40,0.07,34.00,60.00,0.99,3.34,0.85,11.40,6.00
5.80,0.61,0.11,1.80,0.07,18.00,28.00,0.99,3.55,0.66,10.90,6.00
7.20,0.66,0.33,2.50,0.07,34.00,102.00,0.99,3.27,0.78,12.80,6.00
6.60,0.73,0.20,7.80,0.07,29.00,79.00,1.00,3.29,0.54,9.20,5.00
6.30,0.55,0.15,1.80,0.08,26.00,35.00,0.99,3.32,0.82,11.60,6.00
5.40,0.74,0.09,1.70,0.09,16.00,26.00,0.99,3.67,0.56,11.60,6.00
6.30,0.51,0.13,2.30,0.08,29.00,40.00,1.00,3.42,0.75,11.00,6.00
6.80,0.62,0.08,1.90,0.07,28.00,38.00,1.00,3.42,0.82,9.50,6.00
6.20,0.60,0.08,2.00,0.09,32.00,44.00,0.99,3.45,0.58,10.50,5.00
5.90,0.55,0.10,2.20,0.06,39.00,51.00,1.00,3.52,0.76,11.20,6.00
6.30,0.51,0.13,2.30,0.08,29.00,40.00,1.00,3.42,0.75,11.00,6.00
5.90,0.65,0.12,2.00,0.08,32.00,44.00,1.00,3.57,0.71,10.20,5.00
6.00,0.31,0.47,3.60,0.07,18.00,42.00,1.00,3.39,0.66,11.00,6.00
